#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
Chlamydia_sp_10DC88	NZ_CP006571.1	226663	227898	-	-	-	RT28_RS00980	WP_038500220.1	411	HlyC/CorC family transporter
Chlamydia_sp_10DC88	NZ_CP006571.1	227909	228235	-	-	-	RT28_RS00985	WP_038500223.1	108	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	228245	228817	-	-	-	RT28_RS00990	WP_020356096.1	190	MULTISPECIES: dCTP deaminase
Chlamydia_sp_10DC88	NZ_CP006571.1	229349	230362	+	-	-	RT28_RS00995	WP_038500226.1	337	Holliday junction branch migration DNA helicase RuvB
Chlamydia_sp_10DC88	NZ_CP006571.1	230359	231174	+	-	-	RT28_RS01000	WP_038500229.1	271	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	231175	233157	-	-	-	RT28_RS01005	WP_038500232.1	660	glycogen-debranching protein
Chlamydia_sp_10DC88	NZ_CP006571.1	233290	233790	+	-	-	RT28_RS01010	WP_020356100.1	166	MULTISPECIES: type III secretion chaperone Slc1
Chlamydia_sp_10DC88	NZ_CP006571.1	233814	234080	-	-	-	RT28_RS01015	WP_038500235.1	88	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	234263	234739	+	-	-	RT28_RS01020	WP_020356102.1	158	MULTISPECIES: single-stranded DNA-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	234786	236288	+	-	-	RT28_RS01025	WP_038500238.1	500	leucyl aminopeptidase
Chlamydia_sp_10DC88	NZ_CP006571.1	237140	238075	+	-	-	RT28_RS01035	WP_020356105.1	311	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	239512	240894	-	-	-	RT28_RS01045	WP_038500244.1	460	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	240960	242081	-	-	-	RT28_RS01050	WP_038500247.1	373	radical SAM family heme chaperone HemW
Chlamydia_sp_10DC88	NZ_CP006571.1	242071	242517	-	-	-	RT28_RS01055	WP_020356110.1	148	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	242668	245385	+	-	-	RT28_RS01060	WP_038500251.1	905	2-oxoglutarate dehydrogenase E1 component
Chlamydia_sp_10DC88	NZ_CP006571.1	245382	246479	+	-	-	RT28_RS01065	WP_038500254.1	365	dihydrolipoyllysine-residue succinyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	246482	247216	-	-	-	RT28_RS01070	WP_038500257.1	244	peptidoglycan editing factor PgeF
Chlamydia_sp_10DC88	NZ_CP006571.1	249276	250247	-	-	-	RT28_RS01080	WP_038500260.1	323	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	250519	251607	-	-	-	RT28_RS01085	WP_038500263.1	362	ATPase
Chlamydia_sp_10DC88	NZ_CP006571.1	251708	251980	-	-	-	RT28_RS01090	WP_020356117.1	90	MULTISPECIES: (2Fe-2S)-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	252268	252618	+	-	-	RT28_RS04810	WP_081750416.1	116	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	252609	254021	+	-	-	RT28_RS01100	WP_081750427.1	470	type III secretion system protein
Chlamydia_sp_10DC88	NZ_CP006571.1	254095	254868	+	-	-	RT28_RS01105	WP_038500266.1	257	FliA/WhiG family RNA polymerase sigma factor
Chlamydia_sp_10DC88	NZ_CP006571.1	254874	255146	-	-	-	RT28_RS01110	WP_038500269.1	90	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	255304	256539	+	-	-	RT28_RS01115	WP_038500272.1	411	tyrosine--tRNA ligase
Chlamydia_sp_10DC88	NZ_CP006571.1	256553	257995	+	-	-	RT28_RS01120	WP_038500275.1	480	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	258052	259860	-	-	-	RT28_RS01125	WP_038501262.1	602	elongation factor 4
Chlamydia_sp_10DC88	NZ_CP006571.1	260044	261648	-	-	-	RT28_RS01130	WP_020356125.1	534	MULTISPECIES: NTP/NDP exchange transporter Npt1
Chlamydia_sp_10DC88	NZ_CP006571.1	261869	262372	-	-	-	RT28_RS01135	WP_020356129.1	167	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	262850	263812	+	-	-	RT28_RS01140	WP_038500278.1	320	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	263805	264584	+	-	-	RT28_RS01145	WP_020359243.1	259	MULTISPECIES: metal ABC transporter ATP-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	264588	265934	+	-	-	RT28_RS01150	WP_038500281.1	448	iron ABC transporter
Chlamydia_sp_10DC88	NZ_CP006571.1	265931	266908	+	-	-	RT28_RS01155	WP_020356135.1	325	MULTISPECIES: metal ABC transporter permease
Chlamydia_sp_10DC88	NZ_CP006571.1	266957	268096	+	-	-	RT28_RS01160	WP_020356136.1	379	MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate reductoisomerase
Chlamydia_sp_10DC88	NZ_CP006571.1	268109	268270	+	-	-	RT28_RS04815	WP_081750417.1	53	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	269931	270911	-	-	-	RT28_RS01170	WP_020356138.1	326	MULTISPECIES: alpha/beta hydrolase
Chlamydia_sp_10DC88	NZ_CP006571.1	271015	272112	-	-	-	RT28_RS01175	WP_038500285.1	365	DNA replication/repair protein RecF
Chlamydia_sp_10DC88	NZ_CP006571.1	273421	273873	+	-	-	RT28_RS01185	WP_038500289.1	150	SsrA-binding protein SmpB
Chlamydia_sp_10DC88	NZ_CP006571.1	273857	274804	-	-	-	RT28_RS01190	WP_020359246.1	315	MULTISPECIES: FAD:protein FMN transferase
Chlamydia_sp_10DC88	NZ_CP006571.1	274847	275116	-	-	-	RT28_RS01195	WP_038500292.1	89	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	275143	275328	-	-	-	RT28_RS04820	WP_080650649.1	61	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	275375	275890	-	-	-	RT28_RS01205	WP_038500295.1	171	rod shape-determining protein MreD
Chlamydia_sp_10DC88	NZ_CP006571.1	276111	276404	+	-	-	RT28_RS01210	WP_020356146.1	97	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	276753	278504	+	-	-	RT28_RS01215	WP_038500298.1	583	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	278506	278982	+	-	-	RT28_RS01220	WP_020356148.1	158	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	278979	280025	-	-	-	RT28_RS01225	WP_038500302.1	348	phospholipase
Chlamydia_sp_10DC88	NZ_CP006571.1	280115	281851	-	-	-	RT28_RS01230	WP_038500305.1	578	menaquinone biosynthesis decarboxylase
Chlamydia_sp_10DC88	NZ_CP006571.1	281878	282147	-	-	-	RT28_RS01235	WP_035392705.1	89	MULTISPECIES: 50S ribosomal protein L28
Chlamydia_sp_10DC88	NZ_CP006571.1	282310	283902	-	-	-	RT28_RS01240	WP_038500308.1	530	4-alpha-glucanotransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	284006	284446	-	-	-	RT28_RS01245	WP_020356154.1	146	MULTISPECIES: tir chaperone family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	284463	285659	-	-	-	RT28_RS01250	WP_020356155.1	398	MULTISPECIES: YopN family type III secretion system gatekeeper subunit
Chlamydia_sp_10DC88	NZ_CP006571.1	285687	287813	-	-	-	RT28_RS01255	WP_020356156.1	708	MULTISPECIES: EscV/YscV/HrcV family type III secretion system export apparatus protein
Chlamydia_sp_10DC88	NZ_CP006571.1	287813	288895	-	-	-	RT28_RS01260	WP_020356157.1	360	MULTISPECIES: EscU/YscU/HrcU family type III secretion system export apparatus switch protein
Chlamydia_sp_10DC88	NZ_CP006571.1	289194	290288	+	-	-	RT28_RS01265	WP_020356158.1	364	MULTISPECIES: redox-regulated ATPase YchF
Chlamydia_sp_10DC88	NZ_CP006571.1	290266	291183	-	-	-	RT28_RS01270	WP_020356159.1	305	MULTISPECIES: bifunctional riboflavin kinase/FAD synthetase
Chlamydia_sp_10DC88	NZ_CP006571.1	291167	291874	-	-	-	RT28_RS01275	WP_020359250.1	235	MULTISPECIES: tRNA pseudouridine(55) synthase TruB
Chlamydia_sp_10DC88	NZ_CP006571.1	291916	292278	-	-	-	RT28_RS01280	WP_020359251.1	120	MULTISPECIES: 30S ribosome-binding factor RbfA
Chlamydia_sp_10DC88	NZ_CP006571.1	292284	294938	-	-	-	RT28_RS01285	WP_081750418.1	884	translation initiation factor IF-2
Chlamydia_sp_10DC88	NZ_CP006571.1	294895	296199	-	-	-	RT28_RS01290	WP_038500313.1	434	transcription termination/antitermination protein NusA
Chlamydia_sp_10DC88	NZ_CP006571.1	296284	298032	-	-	-	RT28_RS01295	WP_038500316.1	582	30S ribosomal protein S1
Chlamydia_sp_10DC88	NZ_CP006571.1	298199	299134	+	-	-	RT28_RS01300	WP_020356167.1	311	MULTISPECIES: thioredoxin-disulfide reductase
Chlamydia_sp_10DC88	NZ_CP006571.1	299131	299490	-	-	-	RT28_RS01305	WP_081750428.1	119	holo
Chlamydia_sp_10DC88	NZ_CP006571.1	299503	299949	-	-	-	RT28_RS01310	WP_038500323.1	148	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	301017	303386	+	-	-	RT28_RS01320	WP_038500326.1	789	membrane protein insertase YidC
Chlamydia_sp_10DC88	NZ_CP006571.1	303456	304838	+	-	-	RT28_RS01325	WP_038500329.1	460	chromosomal replication initiator protein DnaA
Chlamydia_sp_10DC88	NZ_CP006571.1	304848	305222	-	-	-	RT28_RS01330	WP_038500332.1	124	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	305442	307886	+	-	-	RT28_RS01335	WP_038500335.1	814	glycogen/starch/alpha-glucan phosphorylase
Chlamydia_sp_10DC88	NZ_CP006571.1	307938	309230	-	-	-	RT28_RS01340	WP_038500338.1	430	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	309234	310220	-	-	-	RT28_RS01345	WP_038500341.1	328	alpha-ketoacid dehydrogenase subunit beta
Chlamydia_sp_10DC88	NZ_CP006571.1	310213	311241	-	-	-	RT28_RS01350	WP_038500344.1	342	pyruvate dehydrogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	311394	312419	+	-	-	RT28_RS01355	WP_038500347.1	341	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	312420	313511	-	-	-	RT28_RS01360	WP_038500350.1	363	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	313542	314078	-	-	-	RT28_RS01365	WP_038500353.1	178	OmpH family outer membrane protein
Chlamydia_sp_10DC88	NZ_CP006571.1	314152	316515	-	-	-	RT28_RS01370	WP_038500356.1	787	outer membrane protein assembly factor BamA
Chlamydia_sp_10DC88	NZ_CP006571.1	316667	317269	-	-	-	RT28_RS01375	WP_038500362.1	200	recombination protein RecR
Chlamydia_sp_10DC88	NZ_CP006571.1	317393	318388	+	-	-	RT28_RS01380	WP_020356184.1	331	MULTISPECIES: ketoacyl-ACP synthase III
Chlamydia_sp_10DC88	NZ_CP006571.1	318398	319327	+	-	-	RT28_RS01385	WP_038500365.1	309	[acyl-carrier-protein] S-malonyltransferase [Chlamydia avium]
Chlamydia_sp_10DC88	NZ_CP006571.1	319324	320073	+	-	-	RT28_RS01390	WP_038500367.1	249	3-oxoacyl-ACP reductase FabG
Chlamydia_sp_10DC88	NZ_CP006571.1	320171	320410	+	-	-	RT28_RS01395	WP_020356188.1	79	MULTISPECIES: acyl carrier protein
Chlamydia_sp_10DC88	NZ_CP006571.1	320512	320928	-	-	-	RT28_RS01400	WP_038501268.1	138	cyclic nucleotide-binding domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	323816	324340	-	-	-	RT28_RS01410	WP_038500370.1	174	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	324378	324995	-	-	-	RT28_RS01415	WP_038500373.1	205	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	325077	326558	-	-	-	RT28_RS01420	WP_038500376.1	493	sodium-dependent transporter
Chlamydia_sp_10DC88	NZ_CP006571.1	326555	327778	-	-	-	RT28_RS01425	WP_038501270.1	407	dicarboxylate/amino acid:cation symporter
Chlamydia_sp_10DC88	NZ_CP006571.1	327876	329018	+	-	-	RT28_RS01430	WP_038500379.1	380	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	333011	334423	+	-	-	RT28_RS01445	WP_038500382.1	470	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	334467	335876	-	-	-	RT28_RS01450	WP_038500385.1	469	amino acid permease
Chlamydia_sp_10DC88	NZ_CP006571.1	335891	336940	-	-	-	RT28_RS01455	WP_038500387.1	349	class I fructose-bisphosphate aldolase
Chlamydia_sp_10DC88	NZ_CP006571.1	337124	338851	+	-	-	RT28_RS01460	WP_038500390.1	575	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	339009	339575	+	-	-	RT28_RS01465	WP_038500393.1	188	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	339723	340073	+	-	-	RT28_RS01470	WP_038500396.1	116	DUF721 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	342518	345001	+	-	-	RT28_RS01480	WP_038500399.1	827	DNA topoisomerase (ATP-hydrolyzing) subunit A
Chlamydia_sp_10DC88	NZ_CP006571.1	345047	345667	+	-	-	RT28_RS01485	WP_020356206.1	206	MULTISPECIES: dTMP kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	345658	346524	+	-	-	RT28_RS01490	WP_020356207.1	288	MULTISPECIES: DNA polymerase III, delta subunit
Chlamydia_sp_10DC88	NZ_CP006571.1	346521	347234	-	-	-	RT28_RS01495	WP_020356208.1	237	MULTISPECIES: phospholipase/carboxylesterase
Chlamydia_sp_10DC88	NZ_CP006571.1	347433	348299	+	-	-	RT28_RS01500	WP_038500402.1	288	Sua5/YciO/YrdC/YwlC family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	348310	349278	+	-	-	RT28_RS01505	WP_038500406.1	322	peptidase M19
Chlamydia_sp_10DC88	NZ_CP006571.1	351696	352349	-	-	-	RT28_RS01520	WP_038500413.1	217	LOG family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	352485	353384	+	-	-	RT28_RS01525	WP_038500416.1	299	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	353394	353972	+	-	-	RT28_RS01530	WP_020356215.1	192	MULTISPECIES: UbiX family flavin prenyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	353969	354862	-	-	-	RT28_RS01535	WP_038500419.1	297	YitT family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	355190	356041	-	-	-	RT28_RS01550	WP_020356217.1	283	MULTISPECIES: 5\'/3\'-nucleotidase SurE
Chlamydia_sp_10DC88	NZ_CP006571.1	356971	357468	+	-	-	RT28_RS01560	WP_038500422.1	165	SEC-C motif family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	357838	358650	+	-	-	RT28_RS01575	WP_038500426.1	270	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	358622	359506	+	-	-	RT28_RS01580	WP_038500429.1	294	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	359509	360318	+	-	-	RT28_RS01585	WP_038500432.1	269	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	360320	361717	-	-	-	RT28_RS01590	WP_020356224.1	465	MULTISPECIES: 30S ribosomal protein S12 methylthiotransferase RimO
Chlamydia_sp_10DC88	NZ_CP006571.1	361816	361974	+	-	-	RT28_RS01595	WP_020356225.1	52	MULTISPECIES: 50S ribosomal protein L33
Chlamydia_sp_10DC88	NZ_CP006571.1	363528	364226	+	-	-	RT28_RS01605	WP_020356227.1	232	MULTISPECIES: ABC transporter ATP-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	364466	364915	+	-	-	RT28_RS01610	WP_020356229.1	149	MULTISPECIES: 50S ribosomal protein L13
Chlamydia_sp_10DC88	NZ_CP006571.1	364929	365330	+	-	-	RT28_RS01615	WP_020356230.1	133	MULTISPECIES: 30S ribosomal protein S9
Chlamydia_sp_10DC88	NZ_CP006571.1	365395	366234	-	-	-	RT28_RS01620	WP_038500437.1	279	peptidoglycan endopeptidase
Chlamydia_sp_10DC88	NZ_CP006571.1	366265	366876	-	-	-	RT28_RS01625	WP_020359260.1	203	MULTISPECIES: adenylate kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	368420	368848	+	-	-	RT28_RS01635	WP_038500440.1	142	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	368909	369862	+	-	-	RT28_RS01640	WP_038500442.1	317	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	369888	370664	-	-	-	RT28_RS01645	WP_038500445.1	258	6-phosphogluconolactonase
Chlamydia_sp_10DC88	NZ_CP006571.1	370693	372234	-	-	-	RT28_RS01650	WP_038500447.1	513	glucose-6-phosphate dehydrogenase
Chlamydia_sp_10DC88	NZ_CP006571.1	372434	373918	-	-	-	RT28_RS01655	WP_081750419.1	494	peptide ABC transporter substrate-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	373972	375006	-	-	-	RT28_RS01660	WP_038501277.1	344	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
Chlamydia_sp_10DC88	NZ_CP006571.1	375343	375993	+	-	-	RT28_RS01665	WP_038500455.1	216	amino acid ABC transporter permease
Chlamydia_sp_10DC88	NZ_CP006571.1	375990	376676	+	-	-	RT28_RS01670	WP_038500459.1	228	amino acid ABC transporter ATP-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	376709	378004	-	-	-	RT28_RS01675	WP_038500462.1	431	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	378119	381532	-	-	-	RT28_RS01680	WP_038500465.1	1137	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	381532	382794	-	-	-	RT28_RS01685	WP_038500466.1	420	YihY/virulence factor BrkB family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	382885	383700	-	-	-	RT28_RS01690	WP_020356247.1	271	MULTISPECIES: class I SAM-dependent methyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	383830	384885	-	-	-	RT28_RS01695	WP_038500469.1	351	incA family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	385236	385931	+	-	-	RT28_RS01700	WP_081750420.1	231	ribulose-phosphate 3-epimerase
Chlamydia_sp_10DC88	NZ_CP006571.1	385918	386475	+	-	-	RT28_RS01705	WP_038500472.1	185	elongation factor P
Chlamydia_sp_10DC88	NZ_CP006571.1	386509	387006	+	-	-	RT28_RS01710	WP_020356251.1	165	MULTISPECIES: acetyl-CoA carboxylase biotin carboxyl carrier protein
Chlamydia_sp_10DC88	NZ_CP006571.1	387006	388361	+	-	-	RT28_RS01715	WP_020356252.1	451	MULTISPECIES: acetyl-CoA carboxylase biotin carboxylase subunit
Chlamydia_sp_10DC88	NZ_CP006571.1	390029	390211	+	-	-	RT28_RS01725	WP_020356256.1	60	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	390414	391178	+	-	-	RT28_RS01730	WP_038500475.1	254	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	391516	392202	+	-	-	RT28_RS01735	WP_038500478.1	228	integral membrane family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	392321	393439	+	-	-	RT28_RS01740	WP_020356259.1	372	MULTISPECIES: tRNA-guanosine(34) transglycosylase
Chlamydia_sp_10DC88	NZ_CP006571.1	393537	393947	-	-	-	RT28_RS01745	WP_020356260.1	136	MULTISPECIES: disulfide bond formation protein B
Chlamydia_sp_10DC88	NZ_CP006571.1	393940	394635	-	-	-	RT28_RS01750	WP_020356261.1	231	MULTISPECIES: DsbA family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	394843	396069	+	-	-	RT28_RS01755	WP_020356263.1	408	MULTISPECIES: membrane protein
Chlamydia_sp_10DC88	NZ_CP006571.1	396101	396763	-	-	-	RT28_RS01760	WP_020356264.1	220	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	396760	397464	-	-	-	RT28_RS01765	WP_038501283.1	234	ABC transporter ATP-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	397735	398631	-	-	-	RT28_RS01780	WP_038500482.1	298	5\'-methylthioadenosine nucleosidase
Chlamydia_sp_10DC88	NZ_CP006571.1	398817	399443	-	-	-	RT28_RS01785	WP_081750429.1	208	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	399675	400439	+	-	-	RT28_RS01790	WP_020356268.1	254	MULTISPECIES: 3-deoxy-manno-octulosonate cytidylyltransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	400415	402028	+	-	pyrG	RT28_RS01795	WP_038500489.1	537	CTP synthase
Chlamydia_sp_10DC88	NZ_CP006571.1	402021	402470	+	-	-	RT28_RS01800	WP_020356270.1	149	MULTISPECIES: Holliday junction resolvase RuvX
Chlamydia_sp_10DC88	NZ_CP006571.1	402624	403949	+	-	-	RT28_RS01805	WP_020356271.1	441	MULTISPECIES: ABC transporter substrate-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	404246	405841	+	-	-	RT28_RS01810	WP_038500492.1	531	peptide ABC transporter substrate-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	406048	407016	+	-	-	RT28_RS01815	WP_020356273.1	322	MULTISPECIES: ABC transporter permease
Chlamydia_sp_10DC88	NZ_CP006571.1	407050	407895	+	-	-	RT28_RS01820	WP_038500495.1	281	ABC transporter permease
Chlamydia_sp_10DC88	NZ_CP006571.1	407888	408733	+	-	-	RT28_RS01825	WP_020356276.1	281	MULTISPECIES: ABC transporter ATP-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	408739	409512	+	-	-	RT28_RS01830	WP_020356277.1	257	MULTISPECIES: ABC transporter ATP-binding protein
Chlamydia_sp_10DC88	NZ_CP006571.1	409764	410513	+	-	-	RT28_RS01835	WP_020356278.1	249	MULTISPECIES: DUF1186 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	410561	411973	+	-	-	RT28_RS01840	WP_020356279.1	470	MULTISPECIES: anion permease
Chlamydia_sp_10DC88	NZ_CP006571.1	412062	413717	+	-	-	RT28_RS01845	WP_038500498.1	551	diphosphate--fructose-6-phosphate 1-phosphotransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	413830	414642	+	-	-	RT28_RS01850	WP_020356281.1	270	MULTISPECIES: alpha/beta hydrolase
Chlamydia_sp_10DC88	NZ_CP006571.1	414652	416271	+	-	-	RT28_RS01855	WP_020356282.1	539	MULTISPECIES: diphosphate--fructose-6-phosphate 1-phosphotransferase
Chlamydia_sp_10DC88	NZ_CP006571.1	416871	418184	-	-	-	RT28_RS01875	WP_020359265.1	437	MULTISPECIES: 3-deoxy-D-manno-octulosonic acid transferase
Chlamydia_sp_10DC88	NZ_CP006571.1	418181	420640	-	-	-	RT28_RS01880	WP_038500501.1	819	leucine--tRNA ligase
Chlamydia_sp_10DC88	NZ_CP006571.1	420869	421819	+	-	-	RT28_RS01885	WP_038500504.1	316	alpha/beta hydrolase
Chlamydia_sp_10DC88	NZ_CP006571.1	421952	423484	+	-	-	RT28_RS01890	WP_038500506.1	510	FAD-dependent monooxygenase
Chlamydia_sp_10DC88	NZ_CP006571.1	423526	427833	-	-	-	RT28_RS01895	WP_038500509.1	1435	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	427964	429946	-	-	-	RT28_RS01900	WP_038500511.1	660	NAD-dependent DNA ligase LigA
Chlamydia_sp_10DC88	NZ_CP006571.1	429957	431807	-	-	-	RT28_RS01905	WP_038500514.1	616	serine/threonine protein kinase
Chlamydia_sp_10DC88	NZ_CP006571.1	432197	432631	-	-	-	RT28_RS01910	WP_038500517.1	144	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	432943	433215	-	-	-	RT28_RS04825	WP_081750421.1	90	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	433280	433681	-	-	-	RT28_RS01920	WP_020356297.1	133	MULTISPECIES: hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	433807	435258	-	-	-	RT28_RS01925	WP_038500520.1	483	transglutaminase-like superfamily protein
Chlamydia_sp_10DC88	NZ_CP006571.1	436014	438605	-	-	-	RT28_RS01935	WP_038500523.1	863	AAA family ATPase
Chlamydia_sp_10DC88	NZ_CP006571.1	439480	440229	-	-	-	RT28_RS01945	WP_020356302.1	249	MULTISPECIES: ATP-binding cassette domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	440238	441023	-	-	-	RT28_RS01950	WP_038500526.1	261	ABC transporter permease
Chlamydia_sp_10DC88	NZ_CP006571.1	441060	442364	-	-	-	RT28_RS01955	WP_038500529.1	434	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
Chlamydia_sp_10DC88	NZ_CP006571.1	442440	443009	-	-	-	RT28_RS01960	WP_020356305.1	189	MULTISPECIES: YqgE/AlgH family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	443025	443465	-	-	-	RT28_RS01965	WP_020356306.1	146	MULTISPECIES: bifunctional nuclease family protein
Chlamydia_sp_10DC88	NZ_CP006571.1	443462	444166	-	-	-	RT28_RS01970	WP_038500534.1	234	ribose 5-phosphate isomerase A
Chlamydia_sp_10DC88	NZ_CP006571.1	444618	445943	-	-	-	RT28_RS01975	WP_038500537.1	441	DUF1389 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	446449	446637	-	-	-	RT28_RS01980	WP_038500540.1	62	DUF1389 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	446762	447862	-	-	-	RT28_RS01985	WP_038500543.1	366	DUF1389 domain-containing protein
Chlamydia_sp_10DC88	NZ_CP006571.1	448075	448833	+	-	-	RT28_RS01990	WP_038500546.1	252	Nif3-like dinuclear metal center hexameric protein
Chlamydia_sp_10DC88	NZ_CP006571.1	448924	450750	+	-	-	RT28_RS01995	WP_038500549.1	608	oligoendopeptidase F
Chlamydia_sp_10DC88	NZ_CP006571.1	450882	451190	+	-	-	RT28_RS02000	WP_020356315.1	102	MULTISPECIES: co-chaperone GroES
Chlamydia_sp_10DC88	NZ_CP006571.1	451240	452874	+	-	-	RT28_RS02005	WP_020356316.1	544	MULTISPECIES: chaperonin GroEL
Chlamydia_sp_10DC88	NZ_CP006571.1	453011	453805	+	-	-	RT28_RS02010	WP_038500550.1	264	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	454022	455242	+	-	-	RT28_RS02020	WP_038500551.1	406	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	455321	456124	-	-	-	RT28_RS02025	WP_038500552.1	267	hypothetical protein
Chlamydia_sp_10DC88	NZ_CP006571.1	456265	457284	+	-	-	RT28_RS02030	WP_038500553.1	339	DMT family transporter
Chlamydia_sp_10DC88	NZ_CP006571.1	457769	459973	+	-	-	RT28_RS02035	WP_038500554.1	734	ATP-dependent RecD-like DNA helicase
Chlamydia_sp_10DC88	NZ_CP006571.1	459979	461634	-	-	-	RT28_RS02040	WP_038500556.1	551	methionine--tRNA ligase
