#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_007899.1	303275	303982	-	-	-	CF_RS01285	WP_011457809.1	235	hypothetical protein
chr	NC_007899.1	304067	304597	-	-	-	CF_RS01290	WP_011457810.1	176	DUF720 domain-containing protein
chr	NC_007899.1	304617	305135	-	-	-	CF_RS01295	WP_011457811.1	172	DUF720 domain-containing protein
chr	NC_007899.1	305186	305689	-	-	-	CF_RS01300	WP_011457812.1	167	DUF720 domain-containing protein
chr	NC_007899.1	305764	305982	-	-	-	CF_RS05185	WP_083755025.1	72	hypothetical protein
chr	NC_007899.1	305957	306142	+	-	-	CF_RS01305	WP_041468063.1	61	hypothetical protein
chr	NC_007899.1	306170	307432	+	-	-	CF_RS01310	WP_011457814.1	420	hypothetical protein
chr	NC_007899.1	307389	308264	-	-	-	CF_RS01315	WP_011457815.1	291	methionyl aminopeptidase
chr	NC_007899.1	308274	308885	-	-	-	CF_RS01320	WP_011457816.1	203	MarC family protein
chr	NC_007899.1	308898	309506	-	-	-	CF_RS01325	WP_011457817.1	202	MarC family protein
chr	NC_007899.1	309606	310256	+	-	-	CF_RS01330	WP_011457818.1	216	adenylate kinase
chr	NC_007899.1	310165	311997	-	-	-	CF_RS01335	WP_041467933.1	610	ABC transporter permease subunit
chr	NC_007899.1	312050	313432	+	-	-	CF_RS01340	WP_011457820.1	460	class II fumarate hydratase
chr	NC_007899.1	313429	315129	-	-	-	CF_RS01345	WP_011457821.1	566	solute carrier 26 family protein
chr	NC_007899.1	315407	316669	+	-	-	CF_RS01350	WP_011457823.1	420	sodium:proton antiporter
chr	NC_007899.1	316781	318571	+	-	-	CF_RS01355	WP_011457824.1	596	protease-like activity factor CPAF
chr	NC_007899.1	318711	319640	+	-	-	CF_RS01360	WP_011457825.1	309	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
chr	NC_007899.1	319603	320325	+	-	-	CF_RS01365	WP_011457826.1	240	class I SAM-dependent methyltransferase
chr	NC_007899.1	320333	321811	-	-	-	CF_RS01370	WP_011457827.1	492	hypothetical protein
chr	NC_007899.1	321832	323346	-	-	-	CF_RS01375	WP_011457828.1	504	hypothetical protein
chr	NC_007899.1	323371	323889	-	-	-	CF_RS01380	WP_011457829.1	172	CesD/SycD/LcrH family type III secretion system chaperone
chr	NC_007899.1	323889	325337	-	-	-	CF_RS01385	WP_011457830.1	482	hypothetical protein
chr	NC_007899.1	325690	325989	+	-	-	CF_RS01395	WP_083755026.1	99	hypothetical protein
chr	NC_007899.1	325986	326882	-	-	-	CF_RS01400	WP_011457832.1	298	site-specific tyrosine recombinase XerD
chr	NC_007899.1	326955	328562	+	-	-	CF_RS01405	WP_011457833.1	535	glucose-6-phosphate isomerase
chr	NC_007899.1	328791	329036	-	-	-	CF_RS01415	WP_041467935.1	81	hypothetical protein
chr	NC_007899.1	329140	330126	+	-	-	CF_RS01420	WP_011457835.1	328	malate dehydrogenase
chr	NC_007899.1	330148	330972	+	-	-	CF_RS01425	WP_011457836.1	274	hypothetical protein
chr	NC_007899.1	330962	332002	-	-	-	CF_RS01430	WP_011457837.1	346	FAD-binding oxidoreductase
chr	NC_007899.1	332166	333626	-	-	-	CF_RS01435	WP_011457838.1	486	amino acid permease
chr	NC_007899.1	333636	334223	-	-	-	CF_RS01440	WP_011457839.1	195	pyruvoyl-dependent arginine decarboxylase AaxB
chr	NC_007899.1	334257	335591	-	-	-	CF_RS01445	WP_011457840.1	444	porin
chr	NC_007899.1	335693	336487	-	-	-	CF_RS01450	WP_041468065.1	264	DUF2608 domain-containing protein
chr	NC_007899.1	336537	337970	-	-	-	CF_RS01455	WP_011457842.1	477	bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase
chr	NC_007899.1	337951	339090	-	-	-	CF_RS01460	WP_011457843.1	379	3-dehydroquinate synthase
chr	NC_007899.1	339087	340166	-	-	-	CF_RS01465	WP_011457844.1	359	chorismate synthase
chr	NC_007899.1	340163	340684	-	-	-	CF_RS01470	WP_011457845.1	173	shikimate kinase
chr	NC_007899.1	340620	341957	-	-	-	CF_RS01475	WP_011457846.1	445	3-phosphoshikimate 1-carboxyvinyltransferase
chr	NC_007899.1	342041	342700	-	-	-	CF_RS01480	WP_011457847.1	219	hypothetical protein
chr	NC_007899.1	342682	343959	-	-	-	CF_RS01485	WP_011457848.1	425	adenosylmethionine--8-amino-7-oxononanoate transaminase
chr	NC_007899.1	343950	344576	-	-	-	CF_RS01490	WP_011457849.1	208	ATP-dependent dethiobiotin synthetase BioD
chr	NC_007899.1	344561	345709	-	-	-	CF_RS01495	WP_011457850.1	382	pyridoxal phosphate-dependent aminotransferase family protein
chr	NC_007899.1	345688	346683	-	-	-	CF_RS01500	WP_011457851.1	331	biotin synthase
chr	NC_007899.1	346931	347776	-	-	-	CF_RS01505	WP_011457852.1	281	SDR family oxidoreductase
chr	NC_007899.1	347755	348870	-	-	-	CF_RS01510	WP_011457853.1	371	membrane protein
chr	NC_007899.1	348960	349619	-	-	-	CF_RS01515	WP_011457854.1	219	membrane protein
chr	NC_007899.1	349600	350439	-	-	-	CF_RS01520	WP_011457855.1	279	phenylalanine 4-monooxygenase
chr	NC_007899.1	350651	351391	+	-	-	CF_RS01525	WP_011457856.1	246	4-hydroxy-tetrahydrodipicolinate reductase
chr	NC_007899.1	351575	352576	+	-	-	CF_RS01530	WP_011457857.1	333	aspartate-semialdehyde dehydrogenase
chr	NC_007899.1	352564	353886	+	-	-	CF_RS01535	WP_011457858.1	440	aspartate kinase
chr	NC_007899.1	353899	354771	+	-	-	CF_RS01540	WP_011457859.1	290	4-hydroxy-tetrahydrodipicolinate synthase
chr	NC_007899.1	354902	355210	+	-	-	CF_RS05190	WP_011457860.1	102	hypothetical protein
chr	NC_007899.1	356579	357169	+	-	-	CF_RS01550	WP_011457862.1	196	biotin biosynthesis protein BioY
chr	NC_007899.1	357661	358110	-	-	-	CF_RS01560	WP_041467937.1	149	Fe-S metabolism protein SufE
chr	NC_007899.1	358112	359086	-	-	-	CF_RS01565	WP_011457864.1	324	hypothetical protein
chr	NC_007899.1	359386	359607	+	-	-	CF_RS01570	WP_006343365.1	73	MULTISPECIES: translation initiation factor IF-1
chr	NC_007899.1	359800	360984	+	-	-	CF_RS01580	WP_011457865.1	394	elongation factor Tu
chr	NC_007899.1	361143	361388	+	-	-	CF_RS01590	WP_011457866.1	81	preprotein translocase subunit SecE
chr	NC_007899.1	361393	361941	+	-	-	CF_RS01595	WP_011457867.1	182	transcription termination/antitermination protein NusG
chr	NC_007899.1	362048	362473	+	-	-	CF_RS01600	WP_011457868.1	141	50S ribosomal protein L11
chr	NC_007899.1	362496	363194	+	-	-	CF_RS01605	WP_011457869.1	232	50S ribosomal protein L1
chr	NC_007899.1	363208	363720	+	-	-	CF_RS01610	WP_011457870.1	170	50S ribosomal protein L10
chr	NC_007899.1	363762	364151	+	-	-	CF_RS01615	WP_041468069.1	129	50S ribosomal protein L7/L12
chr	NC_007899.1	364295	368053	+	-	-	CF_RS01620	WP_011457872.1	1252	DNA-directed RNA polymerase subunit beta
chr	NC_007899.1	368081	372262	+	-	-	CF_RS01625	WP_011457873.1	1393	DNA-directed RNA polymerase subunit beta\'
chr	NC_007899.1	372380	373363	+	-	-	CF_RS01630	WP_011457874.1	327	transaldolase
chr	NC_007899.1	373419	373799	+	-	-	CF_RS01635	WP_041468071.1	126	hypothetical protein
chr	NC_007899.1	373804	374547	-	-	-	CF_RS01640	WP_011457876.1	247	hypothetical protein
chr	NC_007899.1	374664	375290	+	-	-	CF_RS01645	WP_011457877.1	208	V-type ATP synthase subunit E
chr	NC_007899.1	375338	376138	+	-	-	CF_RS01650	WP_011457878.1	266	DUF2764 family protein
chr	NC_007899.1	376132	377898	+	-	-	CF_RS01655	WP_011457879.1	588	V-type ATP synthase subunit A
chr	NC_007899.1	377913	379229	+	-	-	CF_RS01660	WP_011457880.1	438	V-type ATP synthase subunit B
chr	NC_007899.1	379214	379840	+	-	-	CF_RS01665	WP_011457881.1	208	V-type ATP synthase subunit D
chr	NC_007899.1	379831	381780	+	-	-	CF_RS01670	WP_011457882.1	649	V-type ATP synthase subunit I
chr	NC_007899.1	381915	382340	+	-	-	CF_RS01675	WP_011457883.1	141	ATP synthase subunit C
chr	NC_007899.1	382300	382779	+	-	-	CF_RS01680	WP_041467941.1	159	hypothetical protein
chr	NC_007899.1	382835	385657	+	-	-	CF_RS01685	WP_011457885.1	940	valine--tRNA ligase
chr	NC_007899.1	385678	388479	+	-	pknD	CF_RS01690	WP_011457886.1	933	serine/threonine-protein kinase PknD
chr	NC_007899.1	388474	393897	-	-	-	CF_RS01695	WP_011457887.1	1807	excinuclease ABC subunit A
chr	NC_007899.1	394233	395678	+	-	-	CF_RS01700	WP_011457888.1	481	pyruvate kinase
chr	NC_007899.1	395698	395994	-	-	-	CF_RS01705	WP_041467943.1	98	hypothetical protein
chr	NC_007899.1	396063	397421	-	-	-	CF_RS01710	WP_011457890.1	452	lauroyl acyltransferase
chr	NC_007899.1	397633	398916	-	-	-	CF_RS01715	WP_011457891.1	427	hypothetical protein
chr	NC_007899.1	398898	399692	-	-	-	CF_RS01720	WP_011457892.1	264	TIGR00159 family protein
chr	NC_007899.1	399892	401232	+	-	-	CF_RS01725	WP_011457893.1	446	cytochrome ubiquinol oxidase subunit I
chr	NC_007899.1	401235	402296	+	-	-	CF_RS01730	WP_011457894.1	353	cytochrome d ubiquinol oxidase subunit II
chr	NC_007899.1	402510	403739	-	-	-	CF_RS01735	WP_011457895.1	409	hypothetical protein
chr	NC_007899.1	403888	404625	-	-	-	CF_RS01740	WP_011457896.1	245	hypothetical protein
chr	NC_007899.1	404974	406266	+	-	-	CF_RS01745	WP_011457897.1	430	PhoH family protein
chr	NC_007899.1	406279	406728	-	-	-	CF_RS01750	WP_011457898.1	149	hypothetical protein
chr	NC_007899.1	407492	410623	+	-	-	CF_RS01755	WP_011457899.1	1043	isoleucine--tRNA ligase
chr	NC_007899.1	410684	412576	-	-	-	CF_RS01760	WP_011457900.1	630	signal peptidase I
chr	NC_007899.1	412670	412879	+	-	-	CF_RS01765	WP_041467946.1	69	hypothetical protein
chr	NC_007899.1	412896	413645	-	-	-	CF_RS01770	WP_011457901.1	249	hypothetical protein
chr	NC_007899.1	413729	414049	+	-	-	CF_RS01775	WP_011457902.1	106	type B 50S ribosomal protein L31
chr	NC_007899.1	414453	415538	+	-	-	CF_RS01780	WP_011457903.1	361	peptide chain release factor 1
chr	NC_007899.1	415516	416367	+	-	-	CF_RS01785	WP_011457904.1	283	peptide chain release factor N(5)-glutamine methyltransferase
chr	NC_007899.1	416394	417740	+	-	-	CF_RS01790	WP_011457905.1	448	signal recognition particle protein
chr	NC_007899.1	417731	418090	+	-	-	CF_RS01795	WP_011457906.1	119	30S ribosomal protein S16
chr	NC_007899.1	418107	419174	+	-	-	CF_RS01800	WP_011457907.1	355	tRNA (guanosine(37)-N1)-methyltransferase TrmD
chr	NC_007899.1	419199	419567	+	-	-	CF_RS01805	WP_011457908.1	122	50S ribosomal protein L19
chr	NC_007899.1	419621	420250	+	-	-	CF_RS01810	WP_011457909.1	209	ribonuclease HII
chr	NC_007899.1	420262	420876	+	-	-	CF_RS01815	WP_011457910.1	204	guanylate kinase
chr	NC_007899.1	420873	421169	+	-	-	CF_RS01820	WP_011457911.1	98	hypothetical protein
chr	NC_007899.1	421169	422824	+	-	-	CF_RS01825	WP_011457912.1	551	methionine--tRNA ligase
chr	NC_007899.1	422831	425041	-	-	-	CF_RS01830	WP_011457913.1	736	ATP-dependent RecD-like DNA helicase
chr	NC_007899.1	425547	426566	-	-	-	CF_RS01835	WP_011457914.1	339	DMT family transporter
chr	NC_007899.1	426707	427480	+	-	-	CF_RS01840	WP_011457915.1	257	hypothetical protein
chr	NC_007899.1	427815	428615	-	-	-	CF_RS01850	WP_011457916.1	266	hypothetical protein
chr	NC_007899.1	428755	430389	-	-	-	CF_RS01855	WP_011457917.1	544	chaperonin GroEL
chr	NC_007899.1	430438	430746	-	-	-	CF_RS01860	WP_011457918.1	102	co-chaperone GroES
chr	NC_007899.1	430874	432700	-	-	-	CF_RS01865	WP_011457919.1	608	oligoendopeptidase F
chr	NC_007899.1	432789	433544	-	-	-	CF_RS01870	WP_011457920.1	251	Nif3-like dinuclear metal center hexameric protein
chr	NC_007899.1	433891	435147	+	-	-	CF_RS05115	WP_011457921.1	418	DUF1389 domain-containing protein
chr	NC_007899.1	435821	436522	+	-	-	CF_RS01880	WP_011457923.1	233	ribose 5-phosphate isomerase A
chr	NC_007899.1	436519	436959	+	-	-	CF_RS01885	WP_011457924.1	146	bifunctional nuclease family protein
chr	NC_007899.1	436981	437550	+	-	-	CF_RS01890	WP_011457925.1	189	YqgE/AlgH family protein
chr	NC_007899.1	437644	438957	+	-	-	CF_RS01895	WP_011457926.1	437	glutamate-1-semialdehyde 2,1-aminomutase
chr	NC_007899.1	438994	439779	+	-	-	CF_RS01900	WP_011457927.1	261	ABC transporter permease
chr	NC_007899.1	439790	440563	+	-	-	CF_RS01905	WP_011457928.1	257	ATP-binding cassette domain-containing protein
chr	NC_007899.1	440563	441366	+	-	-	CF_RS01910	WP_011457929.1	267	MCE family protein
chr	NC_007899.1	441427	444021	+	-	-	CF_RS01915	WP_011457930.1	864	AAA family ATPase
chr	NC_007899.1	446998	448503	+	-	-	CF_RS01925	WP_011457933.1	501	hypothetical protein
chr	NC_007899.1	448584	449036	+	-	-	CF_RS01930	WP_011457934.1	150	hypothetical protein
chr	NC_007899.1	449126	449446	+	-	-	CF_RS01935	WP_041467949.1	106	hypothetical protein
chr	NC_007899.1	449709	450005	+	-	-	CF_RS01940	WP_011457936.1	98	hypothetical protein
chr	NC_007899.1	450585	450956	+	-	-	CF_RS01945	WP_041468077.1	123	hypothetical protein
chr	NC_007899.1	451200	453056	+	-	-	CF_RS01950	WP_011457938.1	618	serine/threonine protein kinase
chr	NC_007899.1	453064	455052	+	-	-	CF_RS01955	WP_011457939.1	662	NAD-dependent DNA ligase LigA
chr	NC_007899.1	455217	459662	+	-	-	CF_RS01960	WP_011457940.1	1481	hypothetical protein
chr	NC_007899.1	459721	461241	-	-	-	CF_RS01965	WP_011457941.1	506	FAD-dependent monooxygenase
chr	NC_007899.1	461390	462337	-	-	-	CF_RS01970	WP_011457942.1	315	alpha/beta hydrolase
chr	NC_007899.1	462567	465029	+	-	-	CF_RS01975	WP_011457943.1	820	leucine--tRNA ligase
chr	NC_007899.1	465026	466330	+	-	-	CF_RS01980	WP_011457944.1	434	3-deoxy-D-manno-octulosonic acid transferase
chr	NC_007899.1	466591	468213	-	-	-	CF_RS01995	WP_011457945.1	540	diphosphate--fructose-6-phosphate 1-phosphotransferase
chr	NC_007899.1	468223	469032	-	-	-	CF_RS02000	WP_011457946.1	269	alpha/beta hydrolase
chr	NC_007899.1	469156	470811	-	-	-	CF_RS02005	WP_011457947.1	551	diphosphate--fructose-6-phosphate 1-phosphotransferase
chr	NC_007899.1	470922	472334	-	-	-	CF_RS02010	WP_011457948.1	470	anion permease
chr	NC_007899.1	472380	473129	-	-	-	CF_RS02015	WP_011457949.1	249	DUF1186 domain-containing protein
chr	NC_007899.1	473422	474207	-	-	-	CF_RS02020	WP_011457951.1	261	ABC transporter ATP-binding protein
chr	NC_007899.1	474200	475066	-	-	-	CF_RS02025	WP_011457952.1	288	ABC transporter ATP-binding protein
chr	NC_007899.1	475059	475913	-	-	-	CF_RS02030	WP_011457953.1	284	ABC transporter permease
chr	NC_007899.1	475984	476955	-	-	-	CF_RS02035	WP_011457954.1	323	ABC transporter permease
chr	NC_007899.1	477180	478775	-	-	-	CF_RS02040	WP_041468078.1	531	peptide ABC transporter substrate-binding protein
chr	NC_007899.1	478932	480545	-	-	-	CF_RS02045	WP_011457956.1	537	peptide ABC transporter substrate-binding protein
chr	NC_007899.1	480662	481975	-	-	-	CF_RS02050	WP_011457957.1	437	peptide ABC transporter substrate-binding protein
chr	NC_007899.1	482248	482700	-	-	-	CF_RS02055	WP_011457958.1	150	Holliday junction resolvase RuvX
chr	NC_007899.1	482687	484306	-	-	pyrG	CF_RS02060	WP_011457959.1	539	CTP synthase
chr	NC_007899.1	484282	485046	-	-	-	CF_RS02065	WP_011457960.1	254	3-deoxy-manno-octulosonate cytidylyltransferase
chr	NC_007899.1	485213	485905	+	-	-	CF_RS02070	WP_011457961.1	230	hypothetical protein
chr	NC_007899.1	486078	486962	+	-	-	CF_RS02075	WP_011457962.1	294	5\'-methylthioadenosine nucleosidase
chr	NC_007899.1	487242	487949	+	-	-	CF_RS02090	WP_011457963.1	235	ABC transporter ATP-binding protein
chr	NC_007899.1	487934	488629	+	-	-	CF_RS02095	WP_050711607.1	231	hypothetical protein
chr	NC_007899.1	488640	489938	-	-	-	CF_RS02100	WP_041467952.1	432	membrane protein
chr	NC_007899.1	490078	490776	+	-	-	CF_RS02105	WP_041467953.1	232	DsbA family protein
chr	NC_007899.1	490769	491179	+	-	-	CF_RS02110	WP_011457967.1	136	disulfide bond formation protein B
chr	NC_007899.1	491293	491991	-	-	-	CF_RS05120	WP_011457968.1	232	hypothetical protein
chr	NC_007899.1	492176	492643	-	-	-	CF_RS02120	WP_011457969.1	155	hypothetical protein
chr	NC_007899.1	492800	493255	-	-	-	CF_RS02125	WP_011457970.1	151	hypothetical protein
chr	NC_007899.1	493489	494607	-	-	-	CF_RS02130	WP_011457971.1	372	tRNA-guanosine(34) transglycosylase
chr	NC_007899.1	494794	495492	-	-	-	CF_RS02135	WP_050711608.1	232	integral membrane family protein
chr	NC_007899.1	495774	496205	-	-	-	CF_RS02140	WP_011457973.1	143	hypothetical protein
chr	NC_007899.1	496503	496922	-	-	-	CF_RS02145	WP_011457974.1	139	hypothetical protein
chr	NC_007899.1	497385	497780	-	-	-	CF_RS02150	WP_011457975.1	131	hypothetical protein
chr	NC_007899.1	498023	498808	-	-	-	CF_RS02155	WP_011457976.1	261	hypothetical protein
chr	NC_007899.1	499047	499541	-	-	-	CF_RS02160	WP_011457977.1	164	membrane protein
chr	NC_007899.1	499872	500696	+	-	-	CF_RS02165	WP_011457978.1	274	gamma-glutamylcyclotransferase
chr	NC_007899.1	501087	502163	+	-	-	CF_RS02170	WP_011457979.1	358	guanosine monophosphate reductase
chr	NC_007899.1	502180	503718	+	-	-	CF_RS02175	WP_011457980.1	512	glutamine-hydrolyzing GMP synthase
chr	NC_007899.1	503741	505120	+	-	-	CF_RS02180	WP_011457981.1	459	adenosine deaminase
chr	NC_007899.1	505331	506125	+	-	-	CF_RS02185	WP_011457982.1	264	hypothetical protein
chr	NC_007899.1	506260	507144	+	-	-	CF_RS02190	WP_011457983.1	294	hypothetical protein
chr	NC_007899.1	508335	509240	-	-	-	CF_RS02200	WP_011457985.1	301	ribose-phosphate diphosphokinase
chr	NC_007899.1	509237	510514	-	-	-	CF_RS02205	WP_011457986.1	425	kynureninase
chr	NC_007899.1	510526	511299	-	-	-	CF_RS02210	WP_011457987.1	257	tryptophan synthase subunit alpha
chr	NC_007899.1	511292	512467	-	-	-	CF_RS02215	WP_011457988.1	391	tryptophan synthase subunit beta
chr	NC_007899.1	512464	513084	-	-	-	CF_RS02220	WP_011457989.1	206	phosphoribosylanthranilate isomerase
chr	NC_007899.1	513074	513895	-	-	-	CF_RS02225	WP_011457990.1	273	indole-3-glycerol-phosphate synthase
chr	NC_007899.1	513886	514917	-	-	-	CF_RS02230	WP_011457991.1	343	anthranilate phosphoribosyltransferase
chr	NC_007899.1	515174	515479	-	-	-	CF_RS02235	WP_011457992.1	101	trp operon repressor
chr	NC_007899.1	515536	517290	-	-	-	CF_RS02240	WP_011457993.1	584	DUF687 domain-containing protein
chr	NC_007899.1	517837	527733	-	-	-	CF_RS02245	WP_011457994.1	3298	LifA/Efa1-related large cytotoxin
chr	NC_007899.1	528133	530574	+	-	-	CF_RS02250	WP_011457995.1	813	phospholipase D endonuclease
chr	NC_007899.1	530654	530854	+	-	-	CF_RS02255	WP_011457996.1	66	hypothetical protein
chr	NC_007899.1	530829	531329	+	-	-	CF_RS02260	WP_011457997.1	166	hypothetical protein
chr	NC_007899.1	531313	531504	-	-	-	CF_RS02265	WP_011457998.1	63	tryptophan synthase subunit beta
chr	NC_007899.1	531944	532852	+	-	-	CF_RS02270	WP_011458000.1	302	DUF648 domain-containing protein
chr	NC_007899.1	533071	533292	+	-	-	CF_RS02275	WP_041467961.1	73	hypothetical protein
chr	NC_007899.1	533638	534600	+	-	-	CF_RS02280	WP_011458002.1	320	hypothetical protein
chr	NC_007899.1	535062	536081	+	-	-	CF_RS02285	WP_011458003.1	339	hypothetical protein
chr	NC_007899.1	536183	537847	-	-	-	CF_RS02290	WP_011458004.1	554	DUF648 domain-containing protein
chr	NC_007899.1	537998	539002	-	-	-	CF_RS02295	WP_011458005.1	334	DUF648 domain-containing protein
chr	NC_007899.1	539154	540509	-	-	-	CF_RS02300	WP_011458006.1	451	acetyl-CoA carboxylase biotin carboxylase subunit
chr	NC_007899.1	540509	541009	-	-	-	CF_RS02305	WP_011458007.1	166	acetyl-CoA carboxylase biotin carboxyl carrier protein
chr	NC_007899.1	541041	541598	-	-	-	CF_RS02310	WP_011458008.1	185	elongation factor P
chr	NC_007899.1	541585	542280	-	-	-	CF_RS02315	WP_011458009.1	231	ribulose-phosphate 3-epimerase
chr	NC_007899.1	542659	543702	+	-	-	CF_RS02320	WP_011458010.1	347	inclusion membrane protein
chr	NC_007899.1	543838	544653	+	-	-	CF_RS02325	WP_011458011.1	271	class I SAM-dependent methyltransferase
chr	NC_007899.1	544730	546022	+	-	-	CF_RS02330	WP_011458012.1	430	YihY/virulence factor BrkB family protein
chr	NC_007899.1	546019	549444	+	-	-	CF_RS02335	WP_011458013.1	1141	hypothetical protein
chr	NC_007899.1	549558	550922	+	-	-	CF_RS02340	WP_011458014.1	454	hypothetical protein
chr	NC_007899.1	550962	551645	-	-	-	CF_RS02345	WP_011458015.1	227	amino acid ABC transporter ATP-binding protein
chr	NC_007899.1	551635	552288	-	-	-	CF_RS02350	WP_011458016.1	217	amino acid ABC transporter permease
chr	NC_007899.1	552335	552778	-	-	-	CF_RS02355	WP_011458017.1	147	arginine repressor
chr	NC_007899.1	552861	553895	+	-	-	CF_RS02360	WP_011458018.1	344	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
chr	NC_007899.1	553841	555433	+	-	-	CF_RS02365	WP_011458019.1	530	peptide ABC transporter substrate-binding protein
chr	NC_007899.1	555639	557180	+	-	-	CF_RS02370	WP_011458020.1	513	glucose-6-phosphate dehydrogenase
chr	NC_007899.1	557204	557980	+	-	-	CF_RS02375	WP_041468085.1	258	6-phosphogluconolactonase
chr	NC_007899.1	558032	559177	-	-	-	CF_RS02380	WP_011458022.1	381	hypothetical protein
chr	NC_007899.1	559307	559711	-	-	-	CF_RS02385	WP_011458023.1	134	hypothetical protein
chr	NC_007899.1	561164	561805	+	-	-	CF_RS02395	WP_011458026.1	213	adenylate kinase
chr	NC_007899.1	561861	562712	+	-	-	CF_RS02400	WP_011458027.1	283	peptidoglycan endopeptidase
chr	NC_007899.1	562820	563221	-	-	-	CF_RS02405	WP_011458028.1	133	30S ribosomal protein S9
chr	NC_007899.1	563235	563687	-	-	-	CF_RS02410	WP_011458029.1	150	50S ribosomal protein L13
chr	NC_007899.1	564194	565468	+	-	-	CF_RS02415	WP_011458031.1	424	DUF1389 domain-containing protein
chr	NC_007899.1	565473	566144	-	-	-	CF_RS02420	WP_011458032.1	223	ABC transporter ATP-binding protein
chr	NC_007899.1	566147	567658	-	-	-	CF_RS02425	WP_011458033.1	503	ABC transporter permease
chr	NC_007899.1	567707	567865	-	-	-	CF_RS02430	WP_020370150.1	52	MULTISPECIES: 50S ribosomal protein L33
chr	NC_007899.1	567964	569346	+	-	-	CF_RS02435	WP_011458034.1	460	30S ribosomal protein S12 methylthiotransferase RimO
chr	NC_007899.1	569374	570192	-	-	-	CF_RS02440	WP_011458035.1	272	hypothetical protein
chr	NC_007899.1	570198	571055	-	-	-	CF_RS02445	WP_011458036.1	285	hypothetical protein
chr	NC_007899.1	571058	571885	-	-	-	CF_RS02450	WP_011458037.1	275	hypothetical protein
chr	NC_007899.1	572236	572721	-	-	-	CF_RS02465	WP_011458038.1	161	preprotein translocase secA subunit
chr	NC_007899.1	572849	573592	+	-	-	CF_RS02470	WP_011458039.1	247	tRNA 2-thiocytidine biosynthesis protein TtcA
chr	NC_007899.1	573699	574523	+	-	-	CF_RS02475	WP_011458040.1	274	5\'-nucleotidase SurE
chr	NC_007899.1	575266	576159	+	-	-	CF_RS02490	WP_011458041.1	297	YitT family protein
chr	NC_007899.1	576156	576734	-	-	-	CF_RS02495	WP_011458042.1	192	UbiX family flavin prenyltransferase
chr	NC_007899.1	576751	577641	-	-	-	CF_RS02500	WP_011458043.1	296	4-hydroxybenzoate octaprenyltransferase
chr	NC_007899.1	577832	578545	+	-	-	CF_RS02505	WP_011458044.1	237	cytochrome D ubiquinol oxidase subunit II
chr	NC_007899.1	578745	579884	+	-	-	CF_RS02510	WP_011458045.1	379	hypothetical protein
chr	NC_007899.1	580136	581221	+	-	-	CF_RS02515	WP_011458046.1	361	synaptonemal complex protein
chr	NC_007899.1	581238	582212	-	-	-	CF_RS02520	WP_011458047.1	324	peptidase M19
chr	NC_007899.1	582241	583092	-	-	-	CF_RS02525	WP_041468087.1	283	threonylcarbamoyl-AMP synthase
chr	NC_007899.1	584124	584996	-	-	-	CF_RS02535	WP_011458051.1	290	DNA polymerase III subunit delta\'
chr	NC_007899.1	584987	585610	-	-	-	CF_RS02540	WP_011458052.1	207	dTMP kinase
chr	NC_007899.1	585624	588116	-	-	-	CF_RS02545	WP_011458053.1	830	DNA topoisomerase (ATP-hydrolyzing) subunit A
chr	NC_007899.1	588132	590552	-	-	-	CF_RS02550	WP_011458054.1	806	DNA topoisomerase (ATP-hydrolyzing) subunit B
chr	NC_007899.1	590556	590906	-	-	-	CF_RS02555	WP_011458055.1	116	DUF721 domain-containing protein
chr	NC_007899.1	591096	591560	-	-	-	CF_RS05125	WP_011458056.1	154	hypothetical protein
chr	NC_007899.1	591831	592634	-	-	-	CF_RS02565	WP_011458057.1	267	methionine-binding protein
chr	NC_007899.1	592631	593296	-	-	-	CF_RS02570	WP_011458058.1	221	ABC transporter permease subunit
chr	NC_007899.1	593311	594333	-	-	-	CF_RS02575	WP_011458059.1	340	methionine ABC transporter ATP-binding protein
chr	NC_007899.1	594492	596378	-	-	-	CF_RS02580	WP_011458060.1	628	hypothetical protein
chr	NC_007899.1	596546	597595	+	-	-	CF_RS02585	WP_011458061.1	349	class I fructose-bisphosphate aldolase
chr	NC_007899.1	597614	599014	+	-	-	CF_RS02590	WP_011458062.1	466	amino acid permease
chr	NC_007899.1	599198	600610	-	-	-	CF_RS02595	WP_041468088.1	470	magnesium transporter
chr	NC_007899.1	600637	602769	-	-	-	CF_RS02600	WP_011458064.1	710	hypothetical protein
chr	NC_007899.1	603045	604205	-	-	-	CF_RS02605	WP_011458065.1	386	hypothetical protein
chr	NC_007899.1	604310	605536	+	-	-	CF_RS02610	WP_011458066.1	408	dicarboxylate/amino acid:cation symporter
chr	NC_007899.1	605536	607017	+	-	-	CF_RS02615	WP_011458067.1	493	sodium-dependent transporter
chr	NC_007899.1	607102	607698	+	-	-	CF_RS02620	WP_011458068.1	198	hypothetical protein
chr	NC_007899.1	607747	608298	+	-	-	CF_RS02625	WP_011458069.1	183	hypothetical protein
chr	NC_007899.1	608403	611180	+	-	-	CF_RS02630	WP_011458070.1	925	hypothetical protein
